htf,rival_name,hta,team_score,rival_score,team_id,result,date,ground
7,v France,17,21,34,2,lost,5 Feb 2011,Stade de France
16,v Australia,15,26,30,5,lost,31 Jul 2004,Perth
19,v New Zealand,13,40,26,5,won,14 Aug 2004,Johannesburg
3,v Australia,7,23,19,5,won,21 Aug 2004,Durban
23,v Wales,12,38,36,5,won,6 Nov 2004,Millennium Stadium
3,v Ireland,8,12,17,5,lost,13 Nov 2004,Lansdowne Road
6,v England,20,16,32,5,lost,20 Nov 2004,Twickenham
32,v Scotland,10,45,10,5,won,27 Nov 2004,Murrayfield
36,v Argentina,7,39,7,5,won,4 Dec 2004,Buenos Aires
9,v Wales,10,43,17,8,won,23 Nov 2002,Millennium Stadium
6,v England,6,13,15,8,lost,14 Jun 2003,Wellington
17,v Wales,3,55,3,8,won,21 Jun 2003,Hamilton
19,v France,13,31,23,8,won,28 Jun 2003,Christchurch
22,v South Africa,9,52,16,8,won,19 Jul 2003,Pretoria
23,v Australia,11,50,21,8,won,26 Jul 2003,Sydney
0,v New Zealand,29,0,60,3,lost,23 Jun 2012,Hamilton
12,v South Africa,3,12,16,3,lost,10 Nov 2012,Lansdowne Road
24,v Argentina,9,46,24,3,won,24 Nov 2012,Lansdowne Road
23,v Wales,3,30,22,3,won,2 Feb 2013,Millennium Stadium
0,v England,6,6,12,3,lost,10 Feb 2013,Lansdowne Road
3,v Scotland,0,8,12,3,lost,24 Feb 2013,Murrayfield
7,v Canada,20,34,25,11,won,3 Jun 2000,Manchester
3,v Ireland,31,3,83,11,lost,10 Jun 2000,Manchester
14,v Fiji,24,21,37,11,lost,30 Jun 2000,Apia
3,v Tonga,10,6,29,11,lost,7 Jul 2000,Nuku A'lofa
7,v Samoa,12,12,19,11,lost,15 Jul 2000,San Francisco
3,v Scotland,15,6,53,11,lost,4 Nov 2000,Murrayfield
3,v Wales,18,11,42,11,lost,18 Nov 2000,Millennium Stadium
3,v Wales,16,6,24,2,lost,12 Feb 2011,Murrayfield
9,v Ireland,14,18,21,2,lost,27 Feb 2011,Murrayfield
9,v England,9,16,22,2,lost,13 Mar 2011,Twickenham
56,v Uruguay,0,134,3,5,won,11 Jun 2005,East London
13,v France,13,30,30,5,draw,18 Jun 2005,Durban
20,v France,6,27,13,5,won,25 Jun 2005,Port Elizabeth
3,v Australia,18,12,30,5,lost,9 Jul 2005,Sydney
23,v Australia,8,33,20,5,won,23 Jul 2005,Johannesburg
6,v Australia,13,22,16,5,won,30 Jul 2005,Pretoria
13,v South Africa,11,19,11,8,won,9 Aug 2003,Dunedin
15,v Australia,9,21,17,8,won,16 Aug 2003,Auckland
25,v Italy,0,70,7,8,won,11 Oct 2003,Melbourne
28,v Canada,3,68,6,8,won,17 Oct 2003,Melbourne
35,v Tonga,0,91,7,8,won,24 Oct 2003,Brisbane
28,v Wales,24,53,37,8,won,2 Nov 2003,Sydney
13,v South Africa,6,29,9,8,won,8 Nov 2003,Melbourne
13,v France,3,13,13,3,draw,9 Mar 2013,Lansdowne Road
6,v Italy,9,15,22,3,lost,16 Mar 2013,Rome
12,v USA,6,15,12,3,won,8 Jun 2013,Houston
12,v Canada,9,40,14,3,won,15 Jun 2013,Toronto
14,v Samoa,6,40,9,3,won,9 Nov 2013,Lansdowne Road
7,v Canada,13,10,19,11,lost,19 May 2001,Kingston
6,v Argentina,20,16,44,11,lost,23 May 2001,Hamilton
13,v Uruguay,9,31,28,11,won,26 May 2001,Markham
5,v England,33,19,48,11,lost,16 Jun 2001,San Francisco
6,v Italy,8,21,8,2,won,19 Mar 2011,Murrayfield
0,v Ireland,3,10,6,2,won,6 Aug 2011,Murrayfield
13,v Italy,7,23,12,2,won,20 Aug 2011,Murrayfield
18,v Romania,11,34,24,2,won,10 Sep 2011,Invercargill
9,v Georgia,3,15,6,2,won,14 Sep 2011,Invercargill
16,v New Zealand,13,22,16,5,won,6 Aug 2005,Cape Town
14,v Australia,6,22,19,5,won,20 Aug 2005,Perth
17,v New Zealand,21,27,31,5,lost,27 Aug 2005,Dunedin
16,v Argentina,20,34,23,5,won,5 Nov 2005,Buenos Aires
11,v Wales,6,33,16,5,won,19 Nov 2005,Millennium Stadium
7,v Australia,13,10,22,8,lost,15 Nov 2003,Sydney
14,v France,6,40,13,8,won,20 Nov 2003,Sydney
30,v England,3,36,3,8,won,12 Jun 2004,Dunedin
10,v England,6,36,12,8,won,19 Jun 2004,Auckland
24,v Argentina,7,41,7,8,won,26 Jun 2004,Hamilton
27,v Pacific Is,14,41,26,8,won,10 Jul 2004,North Shore City
3,v Australia,0,16,7,8,won,17 Jul 2004,Wellington
12,v Australia,15,15,32,3,lost,16 Nov 2013,Lansdowne Road
22,v New Zealand,7,22,24,3,lost,24 Nov 2013,Lansdowne Road
11,v Scotland,3,28,6,3,won,2 Feb 2014,Lansdowne Road
13,v Wales,0,26,3,3,won,8 Feb 2014,Lansdowne Road
0,v England,3,10,13,3,lost,22 Feb 2014,Twickenham
17,v Italy,7,46,7,3,won,8 Mar 2014,Lansdowne Road
12,v France,13,22,20,3,won,15 Mar 2014,Stade de France
15,v South Africa,22,20,43,11,lost,1 Dec 2001,Houston
13,v Scotland,29,23,65,11,lost,22 Jun 2002,San Francisco
6,v Canada,10,9,26,11,lost,29 Jun 2002,Markham
0,v Canada,23,13,36,11,lost,13 Jul 2002,Chicago
6,v Argentina,3,12,13,2,lost,25 Sep 2011,Wellington
9,v England,3,12,16,2,lost,1 Oct 2011,Auckland
6,v England,3,6,13,2,lost,4 Feb 2012,Murrayfield
3,v Wales,3,13,27,2,lost,12 Feb 2012,Millennium Stadium
10,v France,10,17,23,2,lost,26 Feb 2012,Murrayfield
14,v Ireland,22,14,32,2,lost,10 Mar 2012,Lansdowne Road
3,v Italy,3,6,13,2,lost,17 Mar 2012,Rome
3,v France,15,20,26,5,lost,26 Nov 2005,Stade de France
18,v Scotland,6,36,16,5,won,10 Jun 2006,Durban
12,v Scotland,5,29,15,5,won,17 Jun 2006,Port Elizabeth
12,v France,11,26,36,5,lost,24 Jun 2006,Cape Town
0,v Australia,30,0,49,5,lost,15 Jul 2006,Brisbane
7,v New Zealand,19,17,35,5,lost,22 Jul 2006,Wellington
12,v South Africa,21,23,21,8,won,24 Jul 2004,Christchurch
12,v Australia,12,18,23,8,lost,7 Aug 2004,Sydney
13,v South Africa,19,26,40,8,lost,14 Aug 2004,Johannesburg
35,v Italy,3,59,10,8,won,13 Nov 2004,Rome
13,v Wales,14,26,25,8,won,20 Nov 2004,Millennium Stadium
11,v Argentina,10,29,17,3,won,7 Jun 2014,Resistencia
9,v Argentina,10,23,17,3,won,14 Jun 2014,Tucuman
6,v South Africa,3,29,15,3,won,8 Nov 2014,Lansdowne Road
9,v Georgia,0,49,7,3,won,16 Nov 2014,Lansdowne Road
20,v Australia,20,26,23,3,won,22 Nov 2014,Lansdowne Road
25,v Chile,3,35,22,11,won,10 Aug 2002,Salt Lake City
13,v Uruguay,21,28,24,11,won,15 Aug 2002,San Francisco
0,v Chile,6,13,21,11,lost,24 Aug 2002,Santiago
6,v Uruguay,7,9,10,11,lost,31 Aug 2002,Montevideo
21,v Spain,6,62,13,11,won,12 Apr 2003,Madrid
20,v Spain,10,58,13,11,won,27 Apr 2003,Fort Lauderdale
17,v Japan,17,69,27,11,won,17 May 2003,San Francisco
3,v Canada,8,16,11,11,won,18 Jun 2003,Vancouver
6,v Australia,3,9,6,2,won,5 Jun 2012,Newcastle
24,v Fiji,11,37,25,2,won,16 Jun 2012,Lautoka
7,v Samoa,6,17,16,2,won,23 Jun 2012,Apia
17,v New Zealand,34,22,51,2,lost,11 Nov 2012,Murrayfield
3,v South Africa,14,10,21,2,lost,17 Nov 2012,Murrayfield
0,v Australia,10,18,20,5,lost,5 Aug 2006,Sydney
11,v New Zealand,16,26,45,5,lost,26 Aug 2006,Pretoria
13,v New Zealand,13,21,20,5,won,2 Sep 2006,Rustenberg
3,v Australia,3,24,16,5,won,9 Sep 2006,Johannesburg
3,v Ireland,22,15,32,5,lost,11 Nov 2006,Lansdowne Road
13,v England,6,21,23,5,lost,18 Nov 2006,Twickenham
19,v France,6,45,6,8,won,27 Nov 2004,Stade de France
50,v Fiji,0,91,0,8,won,10 Jun 2005,North Shore City
11,v Lions,0,21,3,8,won,25 Jun 2005,Christchurch
9,v Italy,3,26,3,3,won,7 Feb 2015,Rome
12,v France,6,18,11,3,won,14 Feb 2015,Lansdowne Road
9,v England,3,19,9,3,won,1 Mar 2015,Lansdowne Road
9,v Wales,15,16,23,3,lost,14 Mar 2015,Millennium Stadium
20,v Scotland,10,40,10,3,won,21 Mar 2015,Murrayfield
5,v England A,19,10,36,11,lost,21 Jun 2003,Vancouver
6,v England A,17,6,43,11,lost,28 Jun 2003,Vancouver
3,v Argentina,18,8,42,11,lost,23 Aug 2003,Buenos Aires
20,v Canada,6,35,20,11,won,27 Aug 2003,Buenos Aires
6,v Tonga,3,15,21,2,lost,24 Nov 2012,Aberdeen
11,v England,19,18,38,2,lost,2 Feb 2013,Twickenham
13,v Italy,3,34,10,2,won,9 Feb 2013,Murrayfield
0,v Ireland,3,12,8,2,won,24 Feb 2013,Murrayfield
16,v England,14,25,14,5,won,25 Nov 2006,Twickenham
30,v England,3,58,10,5,won,26 May 2007,Bloemfontein
17,v England,19,55,22,5,won,2 Jun 2007,Pretoria
23,v Samoa,3,35,8,5,won,9 Jun 2007,Johannesburg
21,v Lions,13,48,18,8,won,2 Jul 2005,Wellington
24,v Lions,12,38,19,8,won,9 Jul 2005,Auckland
13,v South Africa,16,16,22,8,lost,6 Aug 2005,Cape Town
10,v Australia,13,30,13,8,won,13 Aug 2005,Sydney
25,v Wales,7,35,21,3,won,8 Aug 2015,Millennium Stadium
7,v Scotland,7,28,22,3,won,15 Aug 2015,Lansdowne Road
10,v Wales,10,10,16,3,lost,29 Aug 2015,Lansdowne Road
25,v Uruguay,10,31,17,11,won,30 Aug 2003,Buenos Aires
6,v Fiji,3,18,19,11,lost,15 Oct 2003,Brisbane
9,v Scotland,24,15,39,11,lost,20 Oct 2003,Brisbane
20,v Japan,10,39,26,11,won,27 Oct 2003,Gosford
0,v France,26,14,41,11,lost,31 Oct 2003,Wollongong
12,v Wales,13,18,28,2,lost,9 Mar 2013,Murrayfield
6,v France,0,16,23,2,lost,16 Mar 2013,Stade de France
9,v Samoa,14,17,27,2,lost,8 Jun 2013,Durban
10,v South Africa,6,17,30,2,lost,15 Jun 2013,Nelspruit
20,v Italy,20,30,29,2,won,22 Jun 2013,Pretoria
10,v Australia,16,22,19,5,won,16 Jun 2007,Cape Town
11,v New Zealand,6,21,26,5,lost,23 Jun 2007,Durban
17,v Australia,10,17,25,5,lost,7 Jul 2007,Sydney
21,v South Africa,17,31,27,8,won,27 Aug 2005,Dunedin
20,v Australia,5,34,24,8,won,3 Sep 2005,Auckland
13,v Wales,3,41,3,8,won,5 Nov 2005,Millennium Stadium
3,v England,12,13,21,3,lost,5 Sep 2015,Twickenham
13,v Canada,23,20,23,11,lost,27 May 2004,Tokyo
23,v Russia,8,41,11,11,won,30 May 2004,Tokyo
7,v Canada,8,29,32,11,lost,19 Jun 2004,Edmonton
11,v Japan,3,42,17,2,won,9 Nov 2013,Murrayfield
0,v South Africa,21,0,28,2,lost,17 Nov 2013,Murrayfield
12,v Australia,13,15,21,2,lost,23 Nov 2013,Murrayfield
3,v Ireland,11,6,28,2,lost,2 Feb 2014,Lansdowne Road
0,v England,13,0,20,2,lost,8 Feb 2014,Murrayfield
3,v Italy,13,21,20,2,won,22 Feb 2014,Rome
14,v France,9,17,19,2,lost,8 Mar 2014,Murrayfield
15,v Switzerland,5,15,8,13,won,1 Apr 2000,Sopot
3,v New Zealand,6,6,33,5,lost,14 Jul 2007,Christchurch
44,v Namibia,7,105,13,5,won,15 Aug 2007,Cape Town
24,v Scotland,3,27,3,5,won,25 Aug 2007,Murrayfield
25,v Ireland,0,45,7,8,won,12 Nov 2005,Lansdowne Road
13,v England,10,23,19,8,won,19 Nov 2005,Twickenham
22,v Scotland,3,29,10,8,won,26 Nov 2005,Murrayfield
8,v Ireland,16,34,23,8,won,10 Jun 2006,Hamilton
20,v Ireland,14,27,17,8,won,17 Jun 2006,Auckland
15,v Argentina,16,25,19,8,won,24 Jun 2006,Buenos Aires
14,v Australia,7,32,12,8,won,8 Jul 2006,Christchurch
21,v France,17,31,39,11,lost,3 Jul 2004,Hartford
6,v Ireland,13,6,55,11,lost,20 Nov 2004,Lansdowne Road
3,v Italy,30,25,43,11,lost,27 Nov 2004,Biella-in-Piedmont
6,v Canada,10,26,30,11,lost,25 May 2005,Tokyo
18,v Romania,14,28,22,11,won,29 May 2005,Tokyo
3,v Wales,27,3,51,2,lost,15 Mar 2014,Millennium Stadium
17,v USA,3,24,6,2,won,7 Jun 2014,Houston
13,v Canada,8,19,17,2,won,14 Jun 2014,Toronto
7,v Argentina,8,21,19,2,won,20 Jun 2014,Cordoba
6,v South Africa,19,6,55,2,lost,28 Jun 2014,Port Elizabeth
24,v Argentina,10,41,31,2,won,8 Nov 2014,Murrayfield
10,v New Zealand,14,16,24,2,lost,15 Nov 2014,Murrayfield
-,v Tunisia,-,0,42,13,lost,6 May 2000,Lublin
3,v Czech Rep,17,13,39,13,lost,20 May 2000,Prague
-,v Germany,-,26,13,13,won,22 Oct 2000,Berlin
21,v Samoa,7,59,7,5,won,9 Sep 2007,Parc des Princes
20,v England,0,36,0,5,won,14 Sep 2007,Stade de France
7,v Tonga,3,30,25,5,won,22 Sep 2007,Lens
24,v USA,10,64,15,5,won,30 Sep 2007,Montpellier
13,v Fiji,3,37,20,5,won,7 Oct 2007,Marseille
19,v South Africa,7,35,17,8,won,22 Jul 2006,Wellington
10,v Australia,6,13,9,8,won,29 Jul 2006,Brisbane
11,v Australia,20,34,27,8,won,19 Aug 2006,Auckland
16,v South Africa,11,45,26,8,won,26 Aug 2006,Pretoria
13,v South Africa,13,20,21,8,lost,2 Sep 2006,Rustenberg
28,v England,5,41,20,8,won,5 Nov 2006,Twickenham
3,v Wales,42,3,77,11,lost,4 Jun 2005,Hartford
20,v Argentina A,12,30,34,11,lost,19 Jun 2005,Edmonton
14,v Tonga,12,37,12,2,won,22 Nov 2014,Kilmarnock
8,v France,9,8,15,2,lost,7 Feb 2015,Stade de France
10,v Wales,16,23,26,2,lost,15 Feb 2015,Murrayfield
16,v Italy,15,19,22,2,lost,28 Feb 2015,Murrayfield
13,v England,10,13,25,2,lost,14 Mar 2015,Twickenham
10,v Ireland,20,10,40,2,lost,21 Mar 2015,Murrayfield
15,v Czech Rep,10,34,16,13,won,4 Nov 2000,Gdynia
-,v Croatia,-,8,3,13,won,18 Nov 2000,Zapresic
-,v Denmark,-,34,12,13,won,5 May 2001,Gdynia
-,v Ukraine,-,3,9,13,lost,19 May 2001,-
30,v Latvia,6,60,18,13,won,22 Sep 2001,Riga
10,v Sweden,3,18,6,13,won,29 Sep 2001,Sopot
24,v Argentina,6,37,13,5,won,14 Oct 2007,Stade de France
9,v England,3,15,6,5,won,20 Oct 2007,Stade de France
22,v Wales,5,34,12,5,won,24 Nov 2007,Millennium Stadium
22,v Wales,10,43,17,5,won,7 Jun 2008,Bloemfontein
17,v Wales,15,37,21,5,won,14 Jun 2008,Pretoria
23,v France,3,47,3,8,won,11 Nov 2006,Lyon
16,v France,5,23,11,8,won,18 Nov 2006,Stade de France
28,v Wales,3,45,10,8,won,25 Nov 2006,Millennium Stadium
20,v France,3,42,11,8,won,2 Jun 2007,Auckland
-,v Morocco,-,10,18,12,lost,6 Feb 2000,Casablanca
10,v Canada,6,20,19,11,won,26 Jun 2005,Edmonton
6,v Ireland A,16,13,28,11,lost,3 Jun 2006,Santa Clara
6,v NZ Maori,36,6,74,11,lost,7 Jun 2006,Santa Clara
7,v Ireland,7,22,28,2,lost,15 Aug 2015,Lansdowne Road
9,v Italy,9,16,12,2,won,22 Aug 2015,Torino
23,v Italy,7,48,7,2,won,29 Aug 2015,Murrayfield
9,v France,6,16,19,2,lost,5 Sep 2015,Stade de France
3,v France,9,3,36,4,lost,5 Feb 2000,Millennium Stadium
20,v Denmark,6,26,19,13,won,3 Nov 2001,Copenhagen
3,v Germany,0,20,12,13,won,6 Apr 2002,Gdynia
12,v Spain,3,27,15,13,won,4 May 2002,Gdynia
-,v Portugal,-,26,39,13,lost,18 May 2002,Lisbon
6,v Sweden,7,14,7,13,won,5 Oct 2002,Lund
-,v Ukraine,-,11,20,13,lost,19 Oct 2002,Kiev
-,v Germany,-,15,37,13,lost,29 Mar 2003,Gdynia
14,v Italy,0,26,0,5,won,21 Jun 2008,Cape Town
8,v New Zealand,9,8,19,5,lost,5 Jul 2008,Wellington
17,v New Zealand,15,30,28,5,won,12 Jul 2008,Dunedin
3,v Australia,5,9,16,5,lost,19 Jul 2008,Perth
14,v Argentina,9,63,9,5,won,9 Aug 2008,Johannesburg
0,v New Zealand,5,0,19,5,lost,16 Aug 2008,Cape Town
0,v Australia,10,15,27,5,lost,23 Aug 2008,Durban
27,v Australia,3,53,8,5,won,30 Aug 2008,Johannesburg
30,v France,3,61,10,8,won,9 Jun 2007,Wellington
26,v Canada,13,64,13,8,won,16 Jun 2007,Hamilton
6,v South Africa,11,26,21,8,won,23 Jun 2007,Durban
15,v Australia,6,15,20,8,lost,30 Jun 2007,Melbourne
10,v Netherlands,10,39,10,12,won,20 Feb 2000,Amsterdam
-,v Portugal,-,33,3,12,won,5 Mar 2000,Bucharest
18,v Spain,6,25,6,12,won,19 Mar 2000,Bucharest
13,v Georgia,6,23,20,12,won,2 Apr 2000,Tbilisi
8,v France,29,20,67,12,lost,28 May 2000,Bucharest
3,v Italy,15,17,37,12,lost,18 Nov 2000,Benevento
6,v Canada,13,18,33,11,lost,17 Jun 2006,Edmonton
49,v Barbados,0,91,0,11,won,1 Jul 2006,Santa Clara
0,v Canada,27,7,56,11,lost,12 Aug 2006,St John's
11,v Uruguay,13,42,13,11,won,30 Sep 2006,Montevideo
18,v Uruguay,7,33,7,11,won,7 Oct 2006,Stanford
3,v England A,24,3,51,11,lost,18 May 2007,Stockport
30,v Italy,9,47,16,4,won,19 Feb 2000,Millennium Stadium
12,v England,19,12,46,4,lost,4 Mar 2000,Twickenham
13,v Scotland,3,26,18,4,won,18 Mar 2000,Millennium Stadium
10,v Ireland,6,23,19,4,won,1 Apr 2000,Lansdowne Road
19,v Samoa,3,50,6,4,won,11 Nov 2000,Millennium Stadium
18,v USA,3,42,11,4,won,18 Nov 2000,Millennium Stadium
3,v Netherlands,0,13,13,13,draw,10 May 2003,Gdynia
17,v Sweden,0,36,0,13,won,11 Oct 2003,Gdynia
10,v Ukraine,7,13,24,13,lost,25 Oct 2003,Lodz
10,v Netherlands,9,18,29,13,lost,25 Apr 2004,Amsterdam
10,v Germany,5,10,34,13,lost,16 May 2004,Heidelburg
-,v Switzerland,-,20,15,13,won,2 Oct 2004,Gdynia
-,v Malta,-,38,13,13,won,6 Nov 2004,Marsa
13,v Wales,3,20,15,5,won,8 Nov 2008,Millennium Stadium
0,v Scotland,10,14,10,5,won,15 Nov 2008,Murrayfield
20,v England,6,42,6,5,won,22 Nov 2008,Twickenham
19,v Lions,7,26,21,5,won,20 Jun 2009,Durban
10,v Lions,16,28,25,5,won,27 Jun 2009,Pretoria
6,v Lions,15,9,28,5,lost,4 Jul 2009,Johannesburg
6,v South Africa,3,33,6,8,won,14 Jul 2007,Christchurch
12,v Australia,9,26,12,8,won,21 Jul 2007,Auckland
43,v Italy,7,76,14,8,won,8 Sep 2007,Marseille
20,v Portugal,0,47,0,12,won,4 Feb 2001,Lisbon
10,v Spain,9,27,12,12,won,18 Feb 2001,Seville
35,v Netherlands,5,52,15,12,won,4 Mar 2001,Constanta
21,v Russia,6,42,13,12,won,18 Mar 2001,Barlad
3,v Scotland A,10,9,13,11,lost,23 May 2007,Henley
5,v Canada,24,10,52,11,lost,2 Jun 2007,Twickenham
3,v England,21,10,28,11,lost,8 Sep 2007,Lens
3,v Tonga,10,15,25,11,lost,12 Sep 2007,Montpellier
3,v Samoa,22,21,25,11,lost,26 Sep 2007,Saint-Etienne
10,v South Africa,24,15,64,11,lost,30 Sep 2007,Montpellier
7,v England A,24,10,64,11,lost,7 Jun 2008,Ottawa
10,v South Africa,6,13,23,4,lost,26 Nov 2000,Millennium Stadium
8,v England,29,15,44,4,lost,3 Feb 2001,Millennium Stadium
18,v Scotland,6,28,28,4,draw,17 Feb 2001,Murrayfield
16,v France,19,43,35,4,won,17 Mar 2001,Stade de France
20,v Italy,12,33,23,4,won,8 Apr 2001,Rome
52,v Japan,0,64,10,4,won,10 Jun 2001,Osaka
20,v Japan,19,53,30,4,won,17 Jun 2001,Tokyo
8,v Ireland,5,34,23,10,won,3 Jun 2000,Buenos Aires
-,v Bulgaria,-,49,10,13,won,23 Apr 2005,Sofia
-,v Serbia & Mon,-,18,11,13,won,7 May 2005,Lodz
15,v Andorra,0,18,14,13,won,29 Oct 2005,Gdansk
7,v Spain,28,12,68,13,lost,13 Nov 2005,Madrid
3,v Moldova,5,13,27,13,lost,8 Apr 2006,Sochacewz
20,v Netherlands,7,20,22,13,lost,22 Apr 2006,Amsterdam
28,v Andorra,8,54,8,13,won,7 Oct 2006,Krakow
25,v Japan,14,47,22,14,won,20 May 2000,Tokyo
14,v New Zealand,3,28,19,5,won,25 Jul 2009,Bloemfontein
22,v New Zealand,13,31,19,5,won,1 Aug 2009,Durban
23,v Australia,10,29,17,5,won,8 Aug 2009,Cape Town
22,v Australia,6,32,25,5,won,29 Aug 2009,Perth
6,v Australia,9,6,21,5,lost,5 Sep 2009,Brisbane
22,v New Zealand,12,32,29,5,won,12 Sep 2009,Hamilton
13,v France,11,13,20,5,lost,13 Nov 2009,Toulouse
52,v Portugal,3,108,13,8,won,15 Sep 2007,Lyon
20,v Scotland,0,40,0,8,won,23 Sep 2007,Murrayfield
36,v Romania,5,85,8,8,won,29 Sep 2007,Toulouse
13,v France,3,18,20,8,lost,6 Oct 2007,Millennium Stadium
8,v Ireland,8,21,11,8,won,7 Jun 2008,Wellington
23,v England,13,37,20,8,won,14 Jun 2008,Auckland
3,v Georgia,13,20,31,12,lost,7 Apr 2001,Bucharest
3,v Ireland,9,3,37,12,lost,2 Jun 2001,Bucharest
9,v Wales,27,9,81,12,lost,19 Sep 2001,Millennium Stadium
6,v Ireland A,12,9,46,11,lost,11 Jun 2008,Kingston
10,v Canada,0,10,26,11,lost,21 Jun 2008,Chicago
8,v Uruguay,9,43,9,11,won,8 Nov 2008,Sandy
14,v Japan,10,19,29,11,lost,16 Nov 2008,Nagoya
10,v Japan,19,17,32,11,lost,22 Nov 2008,Tokyo
0,v Ireland,13,10,27,11,lost,31 May 2009,Santa Clara
27,v Romania,9,81,9,4,won,19 Sep 2001,Millennium Stadium
3,v Ireland,15,6,36,4,lost,13 Oct 2001,Millennium Stadium
7,v Argentina,16,16,30,4,lost,10 Nov 2001,Millennium Stadium
19,v Tonga,7,51,7,4,won,17 Nov 2001,Millennium Stadium
3,v Australia,9,13,21,4,lost,25 Nov 2001,Millennium Stadium
3,v Australia,15,6,53,10,lost,17 Jun 2000,Brisbane
17,v Australia,21,25,32,10,lost,24 Jun 2000,Canberra
16,v South Africa,24,33,37,10,lost,12 Nov 2000,Buenos Aires
0,v England,9,0,19,10,lost,25 Nov 2000,Twickenham
-,v Croatia,-,12,11,13,won,28 Oct 2006,Makarska
0,v French Uni,32,0,88,13,lost,24 Mar 2007,Carmaux
26,v Latvia,9,33,9,13,won,5 May 2007,Riga
15,v Malta,3,36,3,13,won,19 May 2007,Siedlce
19,v Andorra,0,33,5,13,won,29 Sep 2007,Andorra la Vella
6,v Tonga,17,25,22,14,won,26 May 2000,Nuku A'lofa
3,v Samoa,15,17,31,14,lost,3 Jun 2000,Apia
24,v USA,14,37,21,14,won,30 Jun 2000,Apia
14,v Canada,5,42,11,14,won,7 Jul 2000,Apia
12,v Italy,7,32,10,5,won,21 Nov 2009,Udine
10,v Ireland,6,10,15,5,lost,28 Nov 2009,Croke Park
14,v Wales,16,34,31,5,won,5 Jun 2010,Millennium Stadium
20,v England,0,44,12,8,won,21 Jun 2008,Christchurch
9,v South Africa,8,19,8,8,won,5 Jul 2008,Wellington
15,v South Africa,17,28,30,8,lost,12 Jul 2008,Dunedin
12,v Australia,17,19,34,8,lost,26 Jul 2008,Sydney
0,v England,72,0,134,12,lost,17 Nov 2001,Twickenham
15,v Portugal,14,44,17,12,won,3 Feb 2002,Bucharest
19,v Spain,7,34,12,12,won,17 Feb 2002,Constanta
-,v Netherlands,-,49,3,12,won,3 Mar 2002,Amsterdam
3,v Wales,27,15,48,11,lost,6 Jun 2009,Chicago
10,v Georgia,10,31,13,11,won,21 Jun 2009,Commerce City
6,v Canada,6,12,6,11,won,4 Jul 2009,Charleston
0,v Canada,24,18,41,11,lost,11 Jul 2009,Edmonton
13,v Uruguay,3,27,22,11,won,14 Nov 2009,Montevideo
3,v Ireland,24,10,54,4,lost,3 Feb 2002,Lansdowne Road
19,v France,24,33,37,4,lost,16 Feb 2002,Millennium Stadium
23,v Italy,13,44,20,4,won,2 Mar 2002,Millennium Stadium
3,v England,19,10,50,4,lost,23 Mar 2002,Twickenham
22,v Uruguay,6,32,27,10,won,19 May 2001,Kingston
20,v USA,6,44,16,10,won,23 May 2001,Hamilton
11,v Canada,3,20,6,10,won,26 May 2001,Markham
14,v New Zealand,31,19,67,10,lost,23 Jun 2001,Christchurch
13,v Italy,6,38,17,10,won,14 Jul 2001,Buenos Aires
9,v Croatia,12,14,15,13,lost,27 Oct 2007,Gdynia
-,v Latvia,-,55,0,13,won,26 Apr 2008,Koszalin
14,v Malta,6,29,16,13,won,10 May 2008,Paola
9,v Ukraine,3,12,13,13,lost,4 Oct 2008,Lodz
-,v Czech Rep,-,13,7,13,won,15 Nov 2008,Ostrava
27,v Italy,3,43,9,14,won,15 Jul 2000,Lautoka
12,v Tonga,18,26,31,14,lost,25 May 2001,Nuku A'lofa
10,v Samoa,17,27,36,14,lost,9 Jun 2001,Suva
25,v Tonga,6,25,20,14,won,16 Jun 2001,Lautoka
15,v Samoa,11,22,19,14,won,23 Jun 2001,Apia
25,v France,10,42,17,5,won,12 Jun 2010,Cape Town
22,v Italy,3,29,13,5,won,19 Jun 2010,Witbank
27,v Italy,6,55,11,5,won,26 Jun 2010,East London
21,v Australia,10,39,10,8,won,2 Aug 2008,Auckland
5,v South Africa,0,19,0,8,won,16 Aug 2008,Cape Town
47,v Samoa,7,101,14,8,won,3 Sep 2008,New Plymouth
7,v Australia,10,28,24,8,won,13 Sep 2008,Brisbane
9,v Australia,14,19,14,8,won,1 Nov 2008,Hong Kong
9,v Russia,10,27,22,12,won,24 Mar 2002,Krasnodar
28,v Georgia,6,31,23,12,won,6 Apr 2002,Tbilisi
3,v Ireland,32,8,39,12,lost,7 Sep 2002,Limerick
13,v Uruguay,3,27,6,11,won,21 Nov 2009,Lauderhill
14,v Russia,15,39,22,11,won,5 Jun 2010,Glendale
10,v Portugal,6,22,17,11,won,13 Nov 2010,Lisbon
11,v Georgia,6,17,19,11,lost,27 Nov 2010,Tbilisi
10,v Tonga,13,13,44,11,lost,8 Jun 2011,Esher
8,v Russia,8,32,25,11,won,18 Jun 2011,Worcester
9,v Scotland,15,22,27,4,lost,6 Apr 2002,Millennium Stadium
11,v South Africa,15,19,34,4,lost,8 Jun 2002,Bloemfontein
3,v South Africa,8,8,19,4,lost,15 Jun 2002,Cape Town
12,v Romania,0,40,3,4,won,1 Nov 2002,Wrexham
16,v Wales,7,30,16,10,won,10 Nov 2001,Millennium Stadium
6,v Scotland,8,25,16,10,won,18 Nov 2001,Murrayfield
